,SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,TOTAL_DAYS,KWH_AVG_CONSO,NB_INVOICES
42352,1052BB,01/11/2020,30/11/2020,870,"119,85",324 days,2.685185185185185,35
42353,1053BB,01/01/2018,31/01/2018,1 877,"243,54",30 days,62.56666666666667,35
42354,1053BB,01/02/2018,28/02/2018,1 695,"220,73",57 days,29.736842105263158,35
42355,1053BB,01/03/2018,31/03/2018,1 849,"239,57",87 days,21.25287356321839,35
42356,1053BB,01/04/2018,30/04/2018,1 798,"233,48",116 days,15.5,35
42357,1053BB,01/05/2018,31/05/2018,1 872,"243,01",146 days,12.821917808219178,35
42358,1053BB,01/06/2018,30/06/2018,1 382,"180,96",175 days,7.897142857142857,35
42359,1053BB,01/07/2018,31/07/2018,1 731,"225,42",205 days,8.44390243902439,35
42360,1053BB,01/08/2018,31/08/2018,1 876,"244,18",235 days,7.982978723404256,35
42361,1053BB,01/09/2018,30/09/2018,1 756,"229,73",264 days,6.651515151515151,35
42362,1053BB,01/10/2018,31/10/2018,1 802,"235,18",294 days,6.129251700680272,35
42363,1053BB,01/11/2018,30/11/2018,1 747,"228,30",323 days,5.408668730650155,35
42364,1053BB,01/12/2018,31/12/2018,1 817,"237,00",353 days,5.147308781869689,35
42365,1053BB,01/01/2019,31/01/2019,1 817,"226,42",30 days,60.56666666666667,35
42366,1053BB,01/02/2019,28/02/2019,1 643,"205,55",57 days,28.82456140350877,35
42367,1053BB,01/03/2019,31/03/2019,1 819,"226,84",87 days,20.908045977011493,35
42368,1053BB,01/04/2019,30/04/2019,1 790,"223,66",116 days,15.431034482758621,35
42369,1053BB,01/05/2019,31/05/2019,1 831,"228,21",146 days,12.54109589041096,35
42370,1053BB,01/06/2019,30/06/2019,1 840,"230,02",175 days,10.514285714285714,35
42371,1053BB,01/07/2019,31/07/2019,1 889,"235,77",205 days,9.214634146341464,35
42372,1053BB,01/08/2019,31/08/2019,1 895,"236,49",235 days,8.063829787234043,35
42373,1053BB,01/09/2019,30/09/2019,1 786,"222,83",264 days,6.765151515151516,35
42374,1053BB,01/10/2019,31/10/2019,1 839,"229,07",294 days,6.255102040816326,35
42375,1053BB,01/11/2019,30/11/2019,1 775,"221,47",323 days,5.495356037151703,35
42376,1053BB,01/12/2019,31/12/2019,1 836,"228,72",353 days,5.201133144475921,35
42377,1053BB,01/01/2020,31/01/2020,1 834,"283,14",30 days,61.13333333333333,35
42378,1053BB,01/02/2020,29/02/2020,1 711,"264,89",58 days,29.5,35
42379,1053BB,01/03/2020,31/03/2020,1 851,"285,73",88 days,21.03409090909091,35
42380,1053BB,01/04/2020,30/04/2020,1 800,"277,33",117 days,15.384615384615385,35
42381,1053BB,01/05/2020,31/05/2020,1 853,"285,32",147 days,12.605442176870747,35
42382,1053BB,01/06/2020,30/06/2020,1 797,"276,64",176 days,10.210227272727273,35
42383,1053BB,01/07/2020,31/07/2020,1 876,"287,89",206 days,9.106796116504855,35
42384,1053BB,01/08/2020,31/08/2020,1 978,"301,90",236 days,8.38135593220339,35
42385,1053BB,01/09/2020,30/09/2020,1 991,"303,44",265 days,7.513207547169811,35
42386,1053BB,01/10/2020,31/10/2020,2 056,"312,67",295 days,6.969491525423729,35
42387,1053BB,01/11/2020,30/11/2020,1 981,"273,79",324 days,6.114197530864198,35
42388,1055BB,01/01/2018,31/12/2018,19 285,"2 757,73",364 days,52.98076923076923,2
42389,1055BB,01/01/2019,31/12/2019,10 209,"1 458,56",364 days,28.046703296703296,2
42390,1059BB,01/01/2018,31/01/2018,1 668,"165,14",30 days,55.6,35
42391,1059BB,01/02/2018,28/02/2018,1 545,"154,72",57 days,27.105263157894736,35
42392,1059BB,01/03/2018,31/03/2018,1 663,"164,68",87 days,19.114942528735632,35
42393,1059BB,01/04/2018,30/04/2018,1 557,"229,45",116 days,13.422413793103448,35
42394,1059BB,01/05/2018,31/05/2018,1 623,"161,55",146 days,11.116438356164384,35
42395,1059BB,01/06/2018,30/06/2018,1 595,"159,20",175 days,9.114285714285714,35
42396,1059BB,01/07/2018,31/07/2018,1 686,"167,08",205 days,8.22439024390244,35
42397,1059BB,01/08/2018,31/08/2018,1 711,"169,19",235 days,7.280851063829787,35
42398,1059BB,01/09/2018,30/09/2018,1 585,"159,69",264 days,6.003787878787879,35
42399,1059BB,01/10/2018,31/10/2018,1 613,"162,00",294 days,5.48639455782313,35
42400,1059BB,01/11/2018,30/11/2018,1 594,"160,31",323 days,4.934984520123839,35
42401,1059BB,01/12/2018,31/12/2018,1 785,"176,51",353 days,5.056657223796034,35
42402,1059BB,01/01/2019,31/01/2019,1 787,"172,89",30 days,59.56666666666667,35
42403,1059BB,01/02/2019,28/02/2019,1 509,"150,24",57 days,26.473684210526315,35
42404,1059BB,01/03/2019,31/03/2019,1 610,"158,61",87 days,18.50574712643678,35
42405,1059BB,01/04/2019,30/04/2019,1 555,"154,12",116 days,13.405172413793103,35
42406,1059BB,01/05/2019,31/05/2019,1 612,"158,76",146 days,11.04109589041096,35
42407,1059BB,01/06/2019,30/06/2019,1 640,"161,20",175 days,9.371428571428572,35
42408,1059BB,01/07/2019,31/07/2019,1 671,"163,69",205 days,8.151219512195121,35
42409,1059BB,01/08/2019,31/08/2019,1 697,"165,89",235 days,7.221276595744681,35
42410,1059BB,01/09/2019,30/09/2019,1 570,"155,38",264 days,5.946969696969697,35
42411,1059BB,01/10/2019,31/10/2019,1 595,"181,53",294 days,5.425170068027211,35
42412,1059BB,01/11/2019,30/11/2019,1 575,"180,12",323 days,4.876160990712075,35
42413,1059BB,01/12/2019,31/12/2019,1 633,"164,31",353 days,4.626062322946176,35
42414,1059BB,01/01/2020,31/01/2020,1 619,"194,57",30 days,53.96666666666667,35
42415,1059BB,01/02/2020,29/02/2020,1 504,"182,69",58 days,25.93103448275862,35
42416,1059BB,01/03/2020,31/03/2020,1 602,"205,00",88 days,18.204545454545453,35
42417,1059BB,01/04/2020,30/04/2020,1 550,"205,21",117 days,13.247863247863247,35
42418,1059BB,01/05/2020,31/05/2020,1 651,"204,48",147 days,11.231292517006803,35
42419,1059BB,01/06/2020,30/06/2020,1 660,"198,13",176 days,9.431818181818182,35
42420,1059BB,01/07/2020,31/07/2020,1 753,"207,74",206 days,8.509708737864077,35
42421,1059BB,01/08/2020,31/08/2020,1 775,"210,01",236 days,7.521186440677966,35
42422,1059BB,01/09/2020,30/09/2020,1 648,"196,65",265 days,6.218867924528302,35
42423,1059BB,01/10/2020,31/10/2020,1 546,"200,94",295 days,5.240677966101695,35
42424,1059BB,01/11/2020,30/11/2020,1 511,"154,50",324 days,4.66358024691358,35
42425,1062BB,01/01/2018,31/12/2018,9 577,"1 525,93",364 days,26.310439560439562,2
42426,1062BB,01/01/2019,31/12/2019,10 548,"1 696,19",364 days,28.978021978021978,2
42427,1063BB,01/01/2018,31/12/2018,9 534,"1 358,46",364 days,26.192307692307693,2
42428,1063BB,01/01/2019,31/12/2019,20 974,"2 685,32",364 days,57.620879120879124,2
42429,1064BB,01/01/2018,31/12/2018,9 064,"1 472,92",364 days,24.9010989010989,2
42430,1064BB,01/01/2019,31/12/2019,24 824,"3 329,65",364 days,68.1978021978022,2
42431,1065BB,01/01/2018,31/12/2018,22 872,"2 360,39",364 days,62.83516483516483,2
42432,1065BB,01/01/2019,31/12/2019,20 467,"2 396,07",364 days,56.22802197802198,2
42433,1066BB,01/01/2018,31/01/2018,1 043,"127,15",30 days,34.766666666666666,35
42434,1066BB,01/02/2018,28/02/2018,971,"121,05",57 days,17.035087719298247,35
42435,1066BB,01/03/2018,31/03/2018,1 053,"127,99",87 days,12.10344827586207,35
42436,1066BB,01/04/2018,30/04/2018,1 032,"126,28",116 days,8.89655172413793,35
42437,1066BB,01/05/2018,31/05/2018,1 082,"130,54",146 days,7.410958904109589,35
42438,1066BB,01/06/2018,30/06/2018,1 063,"128,94",175 days,6.074285714285714,35
42439,1066BB,01/07/2018,31/07/2018,1 115,"133,43",205 days,5.439024390243903,35
42440,1066BB,01/08/2018,31/08/2018,1 135,"135,14",235 days,4.829787234042553,35
42441,1066BB,01/09/2018,30/09/2018,1 047,"128,48",264 days,3.965909090909091,35
42442,1066BB,01/10/2018,31/10/2018,1 056,"129,18",294 days,3.5918367346938775,35
42443,1066BB,01/11/2018,30/11/2018,1 014,"125,58",323 days,3.1393188854489162,35
42444,1066BB,01/12/2018,31/12/2018,1 045,"128,21",353 days,2.960339943342776,35
42445,1066BB,01/01/2019,31/01/2019,1 050,"129,12",30 days,35.0,35
42446,1066BB,01/02/2019,28/02/2019,943,"120,38",57 days,16.54385964912281,35
42447,1066BB,01/03/2019,31/03/2019,1 043,"128,55",87 days,11.988505747126437,35
42448,1066BB,01/04/2019,30/04/2019,1 015,"126,27",116 days,8.75,35
42449,1066BB,01/05/2019,31/05/2019,1 054,"129,47",146 days,7.219178082191781,35
42450,1066BB,01/06/2019,30/06/2019,1 108,"134,00",175 days,6.331428571428572,35
42451,1066BB,01/07/2019,31/07/2019,1 116,"134,62",205 days,5.443902439024391,35
42452,1066BB,01/08/2019,31/08/2019,1 130,"135,77",235 days,4.808510638297872,35
42453,1066BB,01/09/2019,30/09/2019,1 053,"129,46",264 days,3.9886363636363638,35
42454,1066BB,01/10/2019,31/10/2019,1 058,"145,64",294 days,3.598639455782313,35
42455,1066BB,01/11/2019,30/11/2019,1 008,"141,40",323 days,3.1207430340557276,35
42456,1066BB,01/12/2019,31/12/2019,1 043,"144,70",353 days,2.954674220963173,35
42457,1066BB,01/01/2020,31/01/2020,1 043,"168,43",30 days,34.766666666666666,35
42458,1066BB,01/02/2020,29/02/2020,976,"160,31",58 days,16.82758620689655,35
42459,1066BB,01/03/2020,31/03/2020,1 047,"168,78",88 days,11.897727272727273,35
42460,1066BB,01/04/2020,30/04/2020,1 020,"164,85",117 days,8.717948717948717,35
42461,1066BB,01/05/2020,31/05/2020,1 055,"168,81",147 days,7.1768707482993195,35
42462,1066BB,01/06/2020,30/06/2020,1 055,"167,18",176 days,5.994318181818182,35
42463,1066BB,01/07/2020,31/07/2020,863,"147,82",206 days,4.189320388349515,35
42464,1066BB,01/08/2020,31/08/2020,856,"146,74",236 days,3.6271186440677967,35
42465,1066BB,01/09/2020,30/09/2020,1 280,"187,98",265 days,4.830188679245283,35
42466,1066BB,01/10/2020,31/10/2020,1 312,"191,76",295 days,4.447457627118644,35
42467,1066BB,01/11/2020,30/11/2020,1 299,"132,67",324 days,4.0092592592592595,35
42468,1067BB,01/01/2018,31/01/2018,1 485,"194,47",30 days,49.5,35
42469,1067BB,01/02/2018,28/02/2018,1 343,"176,68",57 days,23.56140350877193,35
42470,1067BB,01/03/2018,31/03/2018,1 486,"194,96",87 days,17.080459770114942,35
42471,1067BB,01/04/2018,30/04/2018,1 507,"197,95",116 days,12.991379310344827,35
42472,1067BB,01/05/2018,31/05/2018,1 583,"207,26",146 days,10.842465753424657,35
42473,1067BB,01/06/2018,30/06/2018,1 536,"201,33",175 days,8.777142857142858,35
42474,1067BB,01/07/2018,31/07/2018,1 595,"208,88",205 days,7.780487804878049,35
42475,1067BB,01/08/2018,31/08/2018,1 601,"209,63",235 days,6.812765957446809,35
42476,1067BB,01/09/2018,30/09/2018,1 532,"202,12",264 days,5.803030303030303,35
42477,1067BB,01/10/2018,31/10/2018,1 544,"203,93",294 days,5.2517006802721085,35
42478,1067BB,01/11/2018,30/11/2018,1 466,"193,81",323 days,4.538699690402477,35
42479,1067BB,01/12/2018,31/12/2018,1 496,"197,37",353 days,4.237960339943343,35
42480,1067BB,01/01/2019,31/01/2019,1 492,"188,38",30 days,49.733333333333334,35
42481,1067BB,01/02/2019,28/02/2019,1 346,"171,01",57 days,23.614035087719298,35
42482,1067BB,01/03/2019,31/03/2019,1 581,"199,26",87 days,18.17241379310345,35
42483,1067BB,01/04/2019,30/04/2019,1 573,"198,26",116 days,13.560344827586206,35
42484,1067BB,01/05/2019,31/05/2019,1 639,"205,88",146 days,11.226027397260275,35
42485,1067BB,01/06/2019,30/06/2019,1 641,"206,98",175 days,9.377142857142857,35
42486,1067BB,01/07/2019,31/07/2019,1 666,"209,72",205 days,8.126829268292683,35
42487,1067BB,01/08/2019,31/08/2019,1 670,"210,22",235 days,7.1063829787234045,35
42488,1067BB,01/09/2019,30/09/2019,1 588,"199,99",264 days,6.015151515151516,35
42489,1067BB,01/10/2019,31/10/2019,1 635,"205,52",294 days,5.561224489795919,35
42490,1067BB,01/11/2019,30/11/2019,1 575,"198,34",323 days,4.876160990712075,35
42491,1067BB,01/12/2019,31/12/2019,1 614,"202,94",353 days,4.572237960339943,35
42492,1067BB,01/01/2020,31/01/2020,1 608,"232,48",30 days,53.6,35
42493,1067BB,01/02/2020,29/02/2020,1 508,"218,72",58 days,26.0,35
42494,1067BB,01/03/2020,31/03/2020,1 617,"233,93",88 days,18.375,35
42495,1067BB,01/04/2020,30/04/2020,1 575,"227,47",117 days,13.461538461538462,35
42496,1067BB,01/05/2020,31/05/2020,1 632,"235,25",147 days,11.10204081632653,35
42497,1067BB,01/06/2020,30/06/2020,1 596,"230,36",176 days,9.068181818181818,35
42498,1067BB,01/07/2020,31/07/2020,1 660,"239,47",206 days,8.058252427184467,35
42499,1067BB,01/08/2020,31/08/2020,1 666,"240,36",236 days,7.059322033898305,35
42500,1067BB,01/09/2020,30/09/2020,1 580,"230,96",265 days,5.962264150943396,35
42501,1067BB,01/10/2020,31/10/2020,1 600,"230,73",295 days,5.423728813559322,35
42502,1067BB,01/11/2020,30/11/2020,1 523,"210,55",324 days,4.700617283950617,35
42503,1210BR,01/01/2018,31/01/2018,2 916,"323,35",30 days,97.2,35
42504,1210BR,01/02/2018,28/02/2018,2 633,"293,10",57 days,46.19298245614035,35
42505,1210BR,01/03/2018,31/03/2018,2 924,"324,05",87 days,33.60919540229885,35
42506,1210BR,01/04/2018,30/04/2018,3 012,"332,14",116 days,25.96551724137931,35
42507,1210BR,01/05/2018,31/05/2018,3 249,"356,58",146 days,22.253424657534246,35
42508,1210BR,01/06/2018,30/06/2018,3 231,"350,62",175 days,18.462857142857143,35
42509,1210BR,01/07/2018,31/07/2018,3 348,"363,01",205 days,16.33170731707317,35
42510,1210BR,01/08/2018,31/08/2018,3 377,"366,02",235 days,14.370212765957447,35
42511,1210BR,01/09/2018,30/09/2018,3 120,"341,60",264 days,11.818181818181818,35
42512,1210BR,01/10/2018,31/10/2018,3 164,"346,72",294 days,10.761904761904763,35
42513,1210BR,01/11/2018,30/11/2018,2 997,"329,85",323 days,9.278637770897832,35
42514,1210BR,01/12/2018,31/12/2018,3 097,"341,02",353 days,8.773371104815864,35
42515,1210BR,01/01/2019,31/01/2019,3 083,"331,46",30 days,102.76666666666667,35
42516,1210BR,01/02/2019,28/02/2019,2 790,"300,50",57 days,48.94736842105263,35
42517,1210BR,01/03/2019,31/03/2019,3 098,"332,33",87 days,35.60919540229885,35
42518,1210BR,01/04/2019,30/04/2019,3 033,"345,15",116 days,26.146551724137932,35
42519,1210BR,01/05/2019,31/05/2019,3 118,"334,40",146 days,21.356164383561644,35
42520,1210BR,01/06/2019,30/06/2019,3 271,"350,18",175 days,18.69142857142857,35
42521,1210BR,01/07/2019,31/07/2019,3 300,"353,34",205 days,16.097560975609756,35
42522,1210BR,01/08/2019,31/08/2019,3 275,"350,71",235 days,13.936170212765957,35
42523,1210BR,01/09/2019,30/09/2019,3 006,"322,89",264 days,11.386363636363637,35
42524,1210BR,01/10/2019,31/10/2019,3 077,"330,26",294 days,10.465986394557824,35
42525,1210BR,01/11/2019,30/11/2019,2 935,"308,73",323 days,9.086687306501547,35
42526,1210BR,01/12/2019,31/12/2019,3 052,"322,06",353 days,8.645892351274787,35
42527,1210BR,01/01/2020,31/01/2020,3 060,"383,98",30 days,102.0,35
42528,1210BR,01/02/2020,29/02/2020,2 859,"359,29",58 days,49.293103448275865,35
42529,1210BR,01/03/2020,31/03/2020,3 089,"387,12",88 days,35.10227272727273,35
42530,1210BR,01/04/2020,30/04/2020,3 039,"379,65",117 days,25.974358974358974,35
42531,1210BR,01/05/2020,31/05/2020,3 127,"390,46",147 days,21.272108843537413,35
42532,1210BR,01/06/2020,30/06/2020,3 185,"397,52",176 days,18.09659090909091,35
42533,1210BR,01/07/2020,31/07/2020,3 469,"432,19",206 days,16.839805825242717,35
42534,1210BR,01/08/2020,31/08/2020,3 447,"429,48",236 days,14.60593220338983,35
42535,1210BR,01/09/2020,30/09/2020,3 112,"388,64",265 days,11.743396226415094,35
42536,1210BR,01/10/2020,31/10/2020,3 075,"384,08",295 days,10.423728813559322,35
42537,1210BR,01/11/2020,30/11/2020,2 935,"366,90",324 days,9.058641975308642,35
42538,1005KO,01/01/2018,31/01/2018,789,"108,09",30 days,26.3,35
42539,1005KO,01/02/2018,28/02/2018,853,"131,77",57 days,14.964912280701755,35
42540,1005KO,01/03/2018,31/03/2018,1 142,"155,18",87 days,13.126436781609195,35
42541,1005KO,01/04/2018,30/04/2018,853,"144,61",116 days,7.353448275862069,35
42542,1005KO,01/05/2018,31/05/2018,1 052,"162,85",146 days,7.205479452054795,35
42543,1005KO,01/06/2018,30/06/2018,906,"140,34",175 days,5.177142857142857,35
42544,1005KO,01/07/2018,31/07/2018,918,"146,37",205 days,4.478048780487805,35
42545,1005KO,01/08/2018,31/08/2018,1 100,"160,55",235 days,4.680851063829787,35
42546,1005KO,01/09/2018,30/09/2018,924,"135,18",264 days,3.5,35
42547,1005KO,01/10/2018,31/10/2018,1 054,"155,70",294 days,3.5850340136054424,35
42548,1005KO,01/11/2018,30/11/2018,1 023,"142,77",323 days,3.1671826625387,35
42549,1005KO,01/12/2018,31/12/2018,887,"131,32",353 days,2.5127478753541075,35
42550,1005KO,01/01/2019,31/01/2019,905,"143,41",30 days,30.166666666666668,35
42551,1005KO,01/02/2019,28/02/2019,982,"153,37",57 days,17.228070175438596,35
42552,1005KO,01/03/2019,31/03/2019,919,"158,45",87 days,10.563218390804598,35
42553,1005KO,01/04/2019,30/04/2019,1 137,"186,78",116 days,9.801724137931034,35
42554,1005KO,01/05/2019,31/05/2019,903,"144,18",146 days,6.184931506849315,35
42555,1005KO,01/06/2019,30/06/2019,923,"165,08",175 days,5.274285714285714,35
42556,1005KO,01/07/2019,31/07/2019,1 525,"265,51",205 days,7.439024390243903,35
42557,1005KO,01/08/2019,31/08/2019,1 716,"394,51",235 days,7.302127659574468,35
42558,1005KO,01/09/2019,30/09/2019,1 958,"337,52",264 days,7.416666666666667,35
42559,1005KO,01/10/2019,31/10/2019,1 719,"295,70",294 days,5.846938775510204,35
42560,1005KO,01/11/2019,30/11/2019,1 707,"272,04",323 days,5.284829721362229,35
42561,1005KO,01/12/2019,31/12/2019,1 938,"329,39",353 days,5.490084985835694,35
42562,1005KO,01/01/2020,31/01/2020,1 883,"270,06",30 days,62.766666666666666,35
42563,1005KO,01/02/2020,29/02/2020,1 793,"291,09",58 days,30.913793103448278,35
42564,1005KO,01/03/2020,31/03/2020,2 093,"328,18",88 days,23.78409090909091,35
42565,1005KO,01/04/2020,30/04/2020,2 409,"389,27",117 days,20.58974358974359,35
42566,1005KO,01/05/2020,31/05/2020,1 969,"302,07",147 days,13.394557823129253,35
42567,1005KO,01/06/2020,30/06/2020,2 535,"391,75",176 days,14.403409090909092,35
42568,1005KO,01/07/2020,31/07/2020,2 266,"380,39",206 days,11.0,35
42569,1005KO,01/08/2020,31/08/2020,2 163,"402,10",236 days,9.165254237288135,35
42570,1005KO,01/09/2020,30/09/2020,2 118,"360,73",265 days,7.992452830188679,35
42571,1005KO,01/10/2020,31/10/2020,2 627,"389,07",295 days,8.905084745762712,35
42572,1005KO,01/11/2020,30/11/2020,2 098,"321,40",324 days,6.4753086419753085,35
42573,1011KO,01/01/2018,31/01/2018,1 707,"214,07",30 days,56.9,14
42574,1011KO,01/02/2018,28/02/2018,1 547,"194,79",57 days,27.140350877192983,14
42575,1011KO,01/03/2018,31/03/2018,1 699,"213,10",87 days,19.528735632183906,14
42576,1011KO,01/04/2018,30/04/2018,1 635,"205,39",116 days,14.094827586206897,14
42577,1011KO,01/05/2018,31/05/2018,1 709,"214,31",146 days,11.705479452054794,14
42578,1011KO,01/06/2018,30/06/2018,1 657,"208,04",175 days,9.468571428571428,14
42579,1011KO,01/07/2018,31/07/2018,1 719,"215,63",205 days,8.385365853658536,14
42580,1011KO,01/08/2018,31/08/2018,1 736,"217,68",235 days,7.3872340425531915,14
42581,1011KO,01/09/2018,30/09/2018,1 641,"207,52",264 days,6.215909090909091,14
42582,1011KO,01/10/2018,31/10/2018,1 903,"239,31",294 days,6.4727891156462585,14
42583,1011KO,01/11/2018,30/11/2018,1 914,"240,65",323 days,5.925696594427245,14
42584,1011KO,01/12/2018,31/12/2018,1 971,"247,56",353 days,5.5835694050991505,14
42585,1011KO,01/01/2019,31/01/2019,1 270,"178,20",30 days,42.333333333333336,14
42586,1011KO,01/02/2019,05/02/2019,0,"1,40",120 days,0.0,14
42587,1068BB,01/01/2018,31/01/2018,2 212,"379,48",30 days,73.73333333333333,35
42588,1068BB,01/02/2018,28/02/2018,2 099,"360,13",57 days,36.824561403508774,35
42589,1068BB,01/03/2018,31/03/2018,2 451,"419,24",87 days,28.17241379310345,35
42590,1068BB,01/04/2018,30/04/2018,2 194,"369,17",116 days,18.913793103448278,35
42591,1068BB,01/05/2018,31/05/2018,2 291,"392,44",146 days,15.691780821917808,35
42592,1068BB,01/06/2018,30/06/2018,2 382,"407,68",175 days,13.611428571428572,35
42593,1068BB,01/07/2018,31/07/2018,2 324,"397,97",205 days,11.336585365853658,35
42594,1068BB,01/08/2018,31/08/2018,2 574,"440,02",235 days,10.953191489361702,35
42595,1068BB,01/09/2018,30/09/2018,2 147,"370,16",264 days,8.132575757575758,35
42596,1068BB,01/10/2018,31/10/2018,2 442,"419,82",294 days,8.306122448979592,35
42597,1068BB,01/11/2018,30/11/2018,2 341,"395,16",323 days,7.247678018575852,35
42598,1068BB,01/12/2018,31/12/2018,2 262,"389,52",353 days,6.407932011331445,35
42599,1068BB,01/01/2019,31/01/2019,2 260,"397,85",30 days,75.33333333333333,35
42600,1068BB,01/02/2019,28/02/2019,2 122,"374,27",57 days,37.228070175438596,35
42601,1068BB,01/03/2019,31/03/2019,2 344,"412,21",87 days,26.942528735632184,35
42602,1068BB,01/04/2019,30/04/2019,2 366,"415,97",116 days,20.396551724137932,35
42603,1068BB,01/05/2019,31/05/2019,2 448,"429,98",146 days,16.767123287671232,35
42604,1068BB,01/06/2019,30/06/2019,2 327,"409,30",175 days,13.297142857142857,35
42605,1068BB,01/07/2019,31/07/2019,2 530,"444,00",205 days,12.341463414634147,35
42606,1068BB,01/08/2019,31/08/2019,2 652,"464,85",235 days,11.285106382978723,35
42607,1068BB,01/09/2019,30/09/2019,2 501,"439,04",264 days,9.473484848484848,35
42608,1068BB,01/10/2019,31/10/2019,2 700,"473,05",294 days,9.183673469387756,35
42609,1068BB,01/11/2019,30/11/2019,2 320,"408,11",323 days,7.182662538699691,35
42610,1068BB,01/12/2019,31/12/2019,2 534,"444,68",353 days,7.1784702549575075,35
42611,1068BB,01/01/2020,31/01/2020,2 641,"462,00",30 days,88.03333333333333,35
42612,1068BB,01/02/2020,29/02/2020,2 357,"413,61",58 days,40.63793103448276,35
42613,1068BB,01/03/2020,31/03/2020,2 703,"472,56",88 days,30.71590909090909,35
42614,1068BB,01/04/2020,30/04/2020,3 027,"527,77",117 days,25.871794871794872,35
42615,1068BB,01/05/2020,31/05/2020,2 555,"447,35",147 days,17.38095238095238,35
42616,1068BB,01/06/2020,30/06/2020,2 807,"490,28",176 days,15.948863636363637,35
42617,1068BB,01/07/2020,31/07/2020,3 062,"533,73",206 days,14.864077669902912,35
42618,1068BB,01/08/2020,31/08/2020,2 833,"494,71",236 days,12.004237288135593,35
42619,1068BB,01/09/2020,30/09/2020,2 714,"474,44",265 days,10.241509433962264,35
42620,1068BB,01/10/2020,31/10/2020,2 971,"518,22",295 days,10.071186440677966,35
42621,1068BB,01/11/2020,30/11/2020,2 698,"471,71",324 days,8.32716049382716,35
42622,0040BB,01/01/2018,31/01/2018,2 343,"304,49",30 days,78.1,35
42623,0040BB,01/02/2018,28/02/2018,2 117,"276,12",57 days,37.14035087719298,35
42624,0040BB,01/03/2018,31/03/2018,2 351,"305,65",87 days,27.022988505747126,35
42625,0040BB,01/04/2018,30/04/2018,2 341,"304,96",116 days,20.18103448275862,35
42626,0040BB,01/05/2018,31/05/2018,2 445,"318,17",146 days,16.746575342465754,35
42627,0040BB,01/06/2018,30/06/2018,2 376,"309,32",175 days,13.577142857142857,35
42628,0040BB,01/07/2018,31/07/2018,2 479,"322,77",205 days,12.092682926829267,35
42629,0040BB,01/08/2018,31/08/2018,2 498,"325,46",235 days,10.629787234042553,35
42630,0040BB,01/09/2018,30/09/2018,2 350,"308,10",264 days,8.901515151515152,35
42631,0040BB,01/10/2018,31/10/2018,2 383,"311,74",294 days,8.105442176870747,35
42632,0040BB,01/11/2018,30/11/2018,2 286,"299,36",323 days,7.077399380804954,35
42633,0040BB,01/12/2018,31/12/2018,2 341,"306,01",353 days,6.631728045325779,35
42634,0040BB,01/01/2019,31/01/2019,2 339,"292,16",30 days,77.96666666666667,35
42635,0040BB,01/02/2019,28/02/2019,2 119,"265,83",57 days,37.175438596491226,35
42636,0040BB,01/03/2019,31/03/2019,2 355,"294,30",87 days,27.06896551724138,35
42637,0040BB,01/04/2019,30/04/2019,2 310,"289,12",116 days,19.913793103448278,35
42638,0040BB,01/05/2019,31/05/2019,2 392,"298,74",146 days,16.383561643835616,35
42639,0040BB,01/06/2019,30/06/2019,2 421,"303,20",175 days,13.834285714285715,35
42640,0040BB,01/07/2019,31/07/2019,2 471,"309,02",205 days,12.053658536585365,35
42641,0040BB,01/08/2019,31/08/2019,2 470,"308,74",235 days,10.51063829787234,35
42642,0040BB,01/09/2019,30/09/2019,2 336,"292,47",264 days,8.848484848484848,35
42643,0040BB,01/10/2019,31/10/2019,2 392,"298,27",294 days,8.136054421768707,35
42644,0040BB,01/11/2019,30/11/2019,2 329,"290,94",323 days,7.2105263157894735,35
42645,0040BB,01/12/2019,31/12/2019,2 546,"316,17",353 days,7.212464589235127,35
42646,0040BB,01/01/2020,31/01/2020,2 529,"361,97",30 days,84.3,35
42647,0040BB,01/02/2020,29/02/2020,2 346,"336,70",58 days,40.44827586206897,35
42648,0040BB,01/03/2020,31/03/2020,2 587,"372,20",88 days,29.397727272727273,35
42649,0040BB,01/04/2020,30/04/2020,2 526,"363,59",117 days,21.58974358974359,35
42650,0040BB,01/05/2020,31/05/2020,2 600,"373,61",147 days,17.687074829931973,35
42651,0040BB,01/06/2020,30/06/2020,2 583,"370,17",176 days,14.676136363636363,35
42652,0040BB,01/07/2020,31/07/2020,2 657,"380,24",206 days,12.898058252427184,35
42653,0040BB,01/08/2020,31/08/2020,2 711,"386,88",236 days,11.48728813559322,35
42654,0040BB,01/09/2020,30/09/2020,2 578,"370,88",265 days,9.728301886792453,35
42655,0040BB,01/10/2020,31/10/2020,2 661,"380,22",295 days,9.020338983050847,35
42656,0040BB,01/11/2020,30/11/2020,2 556,"353,55",324 days,7.888888888888889,35
42657,1221BR,01/01/2018,31/01/2018,2 413,"247,35",30 days,80.43333333333334,35
42658,1221BR,01/02/2018,28/02/2018,2 175,"226,56",57 days,38.1578947368421,35
42659,1221BR,01/03/2018,31/03/2018,2 393,"245,57",87 days,27.50574712643678,35
42660,1221BR,01/04/2018,30/04/2018,2 346,"241,37",116 days,20.224137931034484,35
42661,1221BR,01/05/2018,31/05/2018,2 434,"249,05",146 days,16.671232876712327,35
42662,1221BR,01/06/2018,30/06/2018,2 370,"243,43",175 days,13.542857142857143,35
