,SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,TOTAL_DAYS,KWH_AVG_CONSO,NB_INVOICES
0,0001BB,01/01/2018,31/01/2018,2 447,"316,46",30 days,81.56666666666666,35
1,0001BB,01/02/2018,28/02/2018,2 211,"286,82",57 days,38.78947368421053,35
2,0001BB,01/03/2018,31/03/2018,2 450,"317,32",87 days,28.160919540229884,35
3,0001BB,01/04/2018,30/04/2018,2 431,"315,00",116 days,20.95689655172414,35
4,0001BB,01/05/2018,31/05/2018,2 574,"333,37",146 days,17.63013698630137,35
5,0001BB,01/06/2018,30/06/2018,2 830,"365,27",175 days,16.17142857142857,35
6,0001BB,01/07/2018,31/07/2018,3 028,"390,39",205 days,14.770731707317074,35
7,0001BB,01/08/2018,31/08/2018,3 053,"393,99",235 days,12.991489361702127,35
8,0001BB,01/09/2018,30/09/2018,2 915,"378,35",264 days,11.041666666666666,35
9,0001BB,01/10/2018,31/10/2018,2 986,"387,05",294 days,10.156462585034014,35
10,0001BB,01/11/2018,30/11/2018,2 871,"372,47",323 days,8.888544891640867,35
11,0001BB,01/12/2018,31/12/2018,3 086,"399,30",353 days,8.742209631728045,35
12,0001BB,01/01/2019,31/01/2019,3 094,"381,40",30 days,103.13333333333334,35
13,0001BB,01/02/2019,28/02/2019,2 767,"345,87",57 days,48.54385964912281,35
14,0001BB,01/03/2019,31/03/2019,3 059,"378,18",87 days,35.160919540229884,35
15,0001BB,01/04/2019,30/04/2019,2 761,"340,84",116 days,23.801724137931036,35
16,0001BB,01/05/2019,31/05/2019,2 844,"349,26",146 days,19.47945205479452,35
17,0001BB,01/06/2019,30/06/2019,3 009,"369,19",175 days,17.194285714285716,35
18,0001BB,01/07/2019,31/07/2019,3 016,"371,20",205 days,14.71219512195122,35
19,0001BB,01/08/2019,31/08/2019,3 089,"380,42",235 days,13.14468085106383,35
20,0001BB,01/09/2019,30/09/2019,2 914,"361,36",264 days,11.037878787878787,35
21,0001BB,01/10/2019,31/10/2019,2 963,"366,70",294 days,10.078231292517007,35
22,0001BB,01/11/2019,30/11/2019,2 797,"345,89",323 days,8.659442724458204,35
23,0001BB,01/12/2019,31/12/2019,2 859,"353,08",353 days,8.09915014164306,35
24,0001BB,01/01/2020,31/01/2020,2 863,"414,93",30 days,95.43333333333334,35
25,0001BB,01/02/2020,29/02/2020,2 663,"387,22",58 days,45.91379310344828,35
26,0001BB,01/03/2020,31/03/2020,2 759,"403,25",88 days,31.352272727272727,35
27,0001BB,01/04/2020,30/04/2020,2 680,"390,79",117 days,22.905982905982906,35
28,0001BB,01/05/2020,31/05/2020,2 797,"407,48",147 days,19.027210884353742,35
29,0001BB,01/06/2020,30/06/2020,2 796,"407,77",176 days,15.886363636363637,35
30,0001BB,01/07/2020,31/07/2020,2 952,"429,09",206 days,14.330097087378642,35
31,0001BB,01/08/2020,31/08/2020,3 014,"435,98",236 days,12.771186440677965,35
32,0001BB,01/09/2020,30/09/2020,2 857,"411,97",265 days,10.781132075471698,35
33,0001BB,01/10/2020,31/10/2020,2 905,"413,41",295 days,9.847457627118644,35
34,0001BB,01/11/2020,30/11/2020,2 755,"383,02",324 days,8.503086419753087,35
35,0001BR,01/01/2018,31/01/2018,2 438,"266,43",30 days,81.26666666666667,35
36,0001BR,01/02/2018,28/02/2018,2 211,"242,33",57 days,38.78947368421053,35
37,0001BR,01/03/2018,31/03/2018,2 453,"267,95",87 days,28.195402298850574,35
38,0001BR,01/04/2018,30/04/2018,2 414,"263,78",116 days,20.810344827586206,35
39,0001BR,01/05/2018,31/05/2018,2 517,"274,62",146 days,17.23972602739726,35
40,0001BR,01/06/2018,30/06/2018,2 461,"268,63",175 days,14.062857142857142,35
41,0001BR,01/07/2018,31/07/2018,2 560,"279,26",205 days,12.487804878048781,35
42,0001BR,01/08/2018,31/08/2018,2 597,"283,07",235 days,11.051063829787234,35
43,0001BR,01/09/2018,30/09/2018,2 436,"267,99",264 days,9.227272727272727,35
44,0001BR,01/10/2018,31/10/2018,2 497,"274,50",294 days,8.493197278911564,35
45,0001BR,01/11/2018,30/11/2018,2 397,"263,82",323 days,7.421052631578948,35
46,0001BR,01/12/2018,31/12/2018,2 452,"269,69",353 days,6.946175637393767,35
47,0001BR,01/01/2019,31/01/2019,2 460,"264,03",30 days,82.0,35
48,0001BR,01/02/2019,28/02/2019,2 229,"239,96",57 days,39.10526315789474,35
49,0001BR,01/03/2019,31/03/2019,2 475,"265,56",87 days,28.448275862068964,35
50,0001BR,01/04/2019,30/04/2019,2 410,"258,76",116 days,20.775862068965516,35
51,0001BR,01/05/2019,31/05/2019,2 508,"268,92",146 days,17.17808219178082,35
52,0001BR,01/06/2019,30/06/2019,2 529,"270,94",175 days,14.451428571428572,35
53,0001BR,01/07/2019,31/07/2019,2 593,"277,63",205 days,12.648780487804878,35
54,0001BR,01/08/2019,31/08/2019,2 603,"278,60",235 days,11.076595744680851,35
55,0001BR,01/09/2019,30/09/2019,2 595,"277,20",264 days,9.829545454545455,35
56,0001BR,01/10/2019,31/10/2019,2 708,"288,79",294 days,9.210884353741497,35
57,0001BR,01/11/2019,30/11/2019,2 595,"277,07",323 days,8.034055727554179,35
58,0001BR,01/12/2019,31/12/2019,2 648,"282,57",353 days,7.501416430594901,35
59,0001BR,01/01/2020,31/01/2020,2 600,"330,81",30 days,86.66666666666667,35
60,0001BR,01/02/2020,29/02/2020,2 445,"311,57",58 days,42.1551724137931,35
61,0001BR,01/03/2020,31/03/2020,2 609,"330,32",88 days,29.647727272727273,35
62,0001BR,01/04/2020,30/04/2020,2 629,"332,70",117 days,22.47008547008547,35
63,0001BR,01/05/2020,31/05/2020,2 735,"345,77",147 days,18.60544217687075,35
64,0001BR,01/06/2020,30/06/2020,2 687,"339,78",176 days,15.267045454545455,35
65,0001BR,01/07/2020,31/07/2020,2 854,"360,33",206 days,13.854368932038835,35
66,0001BR,01/08/2020,31/08/2020,2 886,"364,21",236 days,12.228813559322035,35
67,0001BR,01/09/2020,30/09/2020,2 761,"348,79",265 days,10.418867924528302,35
68,0001BR,01/10/2020,31/10/2020,2 802,"353,90",295 days,9.498305084745763,35
69,0001BR,01/11/2020,30/11/2020,2 677,"338,44",324 days,8.262345679012345,35
70,0001KO,01/01/2018,31/01/2018,2 179,"268,53",30 days,72.63333333333334,35
71,0001KO,01/02/2018,28/02/2018,1 971,"243,47",57 days,34.578947368421055,35
72,0001KO,01/03/2018,31/03/2018,2 191,"269,98",87 days,25.183908045977013,35
73,0001KO,01/04/2018,30/04/2018,2 370,"291,55",116 days,20.43103448275862,35
74,0001KO,01/05/2018,31/05/2018,2 647,"324,92",146 days,18.13013698630137,35
75,0001KO,01/06/2018,30/06/2018,2 634,"323,35",175 days,15.051428571428572,35
76,0001KO,01/07/2018,31/07/2018,2 799,"343,43",205 days,13.653658536585366,35
77,0001KO,01/08/2018,31/08/2018,2 908,"356,57",235 days,12.374468085106383,35
78,0001KO,01/09/2018,30/09/2018,2 483,"307,29",264 days,9.405303030303031,35
79,0001KO,01/10/2018,31/10/2018,2 297,"284,72",294 days,7.812925170068027,35
80,0001KO,01/11/2018,30/11/2018,2 130,"264,46",323 days,6.594427244582043,35
81,0001KO,01/12/2018,31/12/2018,2 489,"308,02",353 days,7.050991501416431,35
82,0001KO,01/01/2019,31/01/2019,2 679,"364,03",30 days,89.3,35
83,0001KO,01/02/2019,28/02/2019,2 429,"330,63",57 days,42.6140350877193,35
84,0001KO,01/03/2019,31/03/2019,2 648,"359,89",87 days,30.436781609195403,35
85,0001KO,01/04/2019,30/04/2019,2 478,"337,18",116 days,21.362068965517242,35
86,0001KO,01/05/2019,31/05/2019,2 535,"344,79",146 days,17.363013698630137,35
87,0001KO,01/06/2019,30/06/2019,2 884,"391,43",175 days,16.48,35
88,0001KO,01/07/2019,31/07/2019,2 872,"389,82",205 days,14.009756097560976,35
89,0001KO,01/08/2019,31/08/2019,2 978,"403,99",235 days,12.672340425531916,35
90,0001KO,01/09/2019,30/09/2019,2 529,"343,99",264 days,9.579545454545455,35
91,0001KO,01/10/2019,31/10/2019,2 487,"338,38",294 days,8.459183673469388,35
92,0001KO,01/11/2019,30/11/2019,2 384,"324,62",323 days,7.3808049535603715,35
93,0001KO,01/12/2019,31/12/2019,2 463,"335,17",353 days,6.977337110481586,35
94,0001KO,01/01/2020,31/01/2020,2 454,"331,90",30 days,81.8,35
95,0001KO,01/02/2020,29/02/2020,2 377,"321,70",58 days,40.98275862068966,35
96,0001KO,01/03/2020,31/03/2020,2 596,"350,71",88 days,29.5,35
97,0001KO,01/04/2020,30/04/2020,2 675,"365,40",117 days,22.863247863247864,35
98,0001KO,01/05/2020,31/05/2020,2 781,"375,22",147 days,18.918367346938776,35
99,0001KO,01/06/2020,30/06/2020,2 989,"402,77",176 days,16.982954545454547,35
100,0001KO,01/07/2020,31/07/2020,3 322,"446,89",206 days,16.12621359223301,35
101,0001KO,01/08/2020,31/08/2020,3 109,"418,67",236 days,13.173728813559322,35
102,0001KO,01/09/2020,30/09/2020,2 911,"392,44",265 days,10.984905660377358,35
103,0001KO,01/10/2020,31/10/2020,2 747,"370,72",295 days,9.31186440677966,35
104,0001KO,01/11/2020,30/11/2020,2 625,"354,55",324 days,8.101851851851851,35
105,0002BB,01/01/2018,31/01/2018,2 376,"310,46",30 days,79.2,35
106,0002BB,01/02/2018,28/02/2018,2 160,"283,07",57 days,37.89473684210526,35
107,0002BB,01/03/2018,31/03/2018,2 390,"313,01",87 days,27.471264367816094,35
108,0002BB,01/04/2018,30/04/2018,2 378,"311,80",116 days,20.5,35
109,0002BB,01/05/2018,31/05/2018,2 529,"330,93",146 days,17.32191780821918,35
110,0002BB,01/06/2018,30/06/2018,2 790,"363,65",175 days,15.942857142857143,35
111,0002BB,01/07/2018,31/07/2018,2 988,"388,77",205 days,14.575609756097561,35
112,0002BB,01/08/2018,31/08/2018,3 019,"393,19",235 days,12.846808510638297,35
113,0002BB,01/09/2018,30/09/2018,2 873,"376,62",264 days,10.882575757575758,35
114,0002BB,01/10/2018,31/10/2018,2 940,"384,79",294 days,10.0,35
115,0002BB,01/11/2018,30/11/2018,2 821,"369,46",323 days,8.73374613003096,35
116,0002BB,01/12/2018,31/12/2018,3 029,"395,45",353 days,8.580736543909348,35
117,0002BB,01/01/2019,31/01/2019,3 033,"378,02",30 days,101.1,35
118,0002BB,01/02/2019,28/02/2019,2 684,"339,51",57 days,47.08771929824562,35
119,0002BB,01/03/2019,31/03/2019,3 008,"376,16",87 days,34.57471264367816,35
120,0002BB,01/04/2019,30/04/2019,2 663,"332,01",116 days,22.95689655172414,35
121,0002BB,01/05/2019,31/05/2019,2 741,"339,86",146 days,18.773972602739725,35
122,0002BB,01/06/2019,30/06/2019,2 952,"364,23",175 days,16.86857142857143,35
123,0002BB,01/07/2019,31/07/2019,2 914,"363,68",205 days,14.214634146341464,35
124,0002BB,01/08/2019,31/08/2019,2 965,"368,84",235 days,12.617021276595745,35
125,0002BB,01/09/2019,30/09/2019,2 819,"352,21",264 days,10.678030303030303,35
126,0002BB,01/10/2019,31/10/2019,2 927,"364,86",294 days,9.95578231292517,35
127,0002BB,01/11/2019,30/11/2019,2 773,"346,35",323 days,8.58513931888545,35
128,0002BB,01/12/2019,31/12/2019,2 822,"351,90",353 days,7.994334277620396,35
129,0002BB,01/01/2020,31/01/2020,2 830,"406,02",30 days,94.33333333333333,35
130,0002BB,01/02/2020,29/02/2020,2 625,"378,86",58 days,45.258620689655174,35
131,0002BB,01/03/2020,31/03/2020,2 734,"396,33",88 days,31.068181818181817,35
132,0002BB,01/04/2020,30/04/2020,2 644,"382,45",117 days,22.5982905982906,35
133,0002BB,01/05/2020,31/05/2020,2 753,"397,69",147 days,18.727891156462587,35
134,0002BB,01/06/2020,30/06/2020,2 763,"399,57",176 days,15.698863636363637,35
135,0002BB,01/07/2020,31/07/2020,2 904,"418,43",206 days,14.097087378640778,35
136,0002BB,01/08/2020,31/08/2020,2 962,"425,38",236 days,12.55084745762712,35
137,0002BB,01/09/2020,30/09/2020,2 828,"406,82",265 days,10.671698113207547,35
138,0002BB,01/10/2020,31/10/2020,2 875,"412,79",295 days,9.745762711864407,35
139,0002BB,01/11/2020,30/11/2020,2 739,"381,14",324 days,8.453703703703704,35
140,0002BR,01/01/2018,31/01/2018,2 187,"239,96",30 days,72.9,35
141,0002BR,01/02/2018,28/02/2018,1 985,"218,51",57 days,34.824561403508774,35
142,0002BR,01/03/2018,31/03/2018,2 209,"242,16",87 days,25.39080459770115,35
143,0002BR,01/04/2018,30/04/2018,2 151,"235,47",116 days,18.54310344827586,35
144,0002BR,01/05/2018,31/05/2018,2 251,"245,79",146 days,15.417808219178083,35
145,0002BR,01/06/2018,30/06/2018,2 207,"241,00",175 days,12.611428571428572,35
146,0002BR,01/07/2018,31/07/2018,2 290,"249,83",205 days,11.170731707317072,35
147,0002BR,01/08/2018,31/08/2018,2 316,"252,45",235 days,9.85531914893617,35
148,0002BR,01/09/2018,30/09/2018,2 172,"239,10",264 days,8.227272727272727,35
149,0002BR,01/10/2018,31/10/2018,2 216,"244,03",294 days,7.537414965986395,35
150,0002BR,01/11/2018,30/11/2018,2 313,"254,38",323 days,7.1609907120743035,35
151,0002BR,01/12/2018,31/12/2018,2 659,"290,96",353 days,7.53257790368272,35
152,0002BR,01/01/2019,31/01/2019,2 662,"284,26",30 days,88.73333333333333,35
153,0002BR,01/02/2019,28/02/2019,2 409,"257,94",57 days,42.26315789473684,35
154,0002BR,01/03/2019,31/03/2019,2 707,"288,61",87 days,31.114942528735632,35
155,0002BR,01/04/2019,30/04/2019,2 624,"279,83",116 days,22.620689655172413,35
156,0002BR,01/05/2019,31/05/2019,2 715,"289,18",146 days,18.595890410958905,35
157,0002BR,01/06/2019,30/06/2019,2 741,"291,44",175 days,15.662857142857144,35
158,0002BR,01/07/2019,31/07/2019,2 812,"298,72",205 days,13.717073170731707,35
159,0002BR,01/08/2019,31/08/2019,2 537,"269,82",235 days,10.795744680851064,35
160,0002BR,01/09/2019,30/09/2019,2 414,"257,19",264 days,9.143939393939394,35
161,0002BR,01/10/2019,31/10/2019,2 489,"265,07",294 days,8.465986394557824,35
162,0002BR,01/11/2019,30/11/2019,2 410,"257,13",323 days,7.461300309597523,35
163,0002BR,01/12/2019,31/12/2019,2 493,"265,86",353 days,7.062322946175637,35
164,0002BR,01/01/2020,31/01/2020,2 513,"319,43",30 days,83.76666666666667,35
165,0002BR,01/02/2020,29/02/2020,2 400,"305,19",58 days,41.37931034482759,35
166,0002BR,01/03/2020,31/03/2020,2 646,"333,77",88 days,30.068181818181817,35
167,0002BR,01/04/2020,30/04/2020,2 674,"337,00",117 days,22.854700854700855,35
168,0002BR,01/05/2020,31/05/2020,2 651,"334,85",147 days,18.034013605442176,35
169,0002BR,01/06/2020,30/06/2020,2 586,"326,84",176 days,14.693181818181818,35
170,0002BR,01/07/2020,31/07/2020,2 751,"347,07",206 days,13.354368932038835,35
171,0002BR,01/08/2020,31/08/2020,2 780,"350,62",236 days,11.779661016949152,35
172,0002BR,01/09/2020,30/09/2020,2 660,"335,86",265 days,10.037735849056604,35
173,0002BR,01/10/2020,31/10/2020,2 745,"346,36",295 days,9.305084745762711,35
174,0002BR,01/11/2020,30/11/2020,2 628,"331,97",324 days,8.11111111111111,35
175,0002KO,01/01/2018,31/01/2018,2 312,"286,36",30 days,77.06666666666666,35
176,0002KO,01/02/2018,28/02/2018,2 086,"259,13",57 days,36.59649122807018,35
177,0002KO,01/03/2018,31/03/2018,2 308,"285,88",87 days,26.528735632183906,35
178,0002KO,01/04/2018,30/04/2018,2 245,"278,29",116 days,19.353448275862068,35
179,0002KO,01/05/2018,31/05/2018,2 339,"289,61",146 days,16.02054794520548,35
180,0002KO,01/06/2018,30/06/2018,2 278,"282,26",175 days,13.017142857142858,35
181,0002KO,01/07/2018,31/07/2018,2 348,"290,86",205 days,11.453658536585365,35
182,0002KO,01/08/2018,31/08/2018,2 368,"293,27",235 days,10.076595744680851,35
183,0002KO,01/09/2018,30/09/2018,2 248,"280,57",264 days,8.515151515151516,35
184,0002KO,01/10/2018,31/10/2018,2 300,"286,88",294 days,7.8231292517006805,35
185,0002KO,01/11/2018,30/11/2018,2 595,"322,68",323 days,8.034055727554179,35
186,0002KO,01/12/2018,31/12/2018,2 765,"343,31",353 days,7.8328611898017,35
187,0002KO,01/01/2019,31/01/2019,2 766,"377,48",30 days,92.2,35
188,0002KO,01/02/2019,28/02/2019,2 500,"341,94",57 days,43.85964912280702,35
189,0002KO,01/03/2019,31/03/2019,2 652,"362,25",87 days,30.482758620689655,35
190,0002KO,01/04/2019,30/04/2019,2 483,"339,67",116 days,21.405172413793103,35
191,0002KO,01/05/2019,31/05/2019,2 548,"348,35",146 days,17.45205479452055,35
192,0002KO,01/06/2019,30/06/2019,2 514,"343,81",175 days,14.365714285714287,35
193,0002KO,01/07/2019,31/07/2019,2 557,"349,55",205 days,12.473170731707317,35
194,0002KO,01/08/2019,31/08/2019,2 575,"351,96",235 days,10.957446808510639,35
195,0002KO,01/09/2019,30/09/2019,2 473,"338,33",264 days,9.367424242424242,35
196,0002KO,01/10/2019,31/10/2019,2 550,"348,62",294 days,8.673469387755102,35
197,0002KO,01/11/2019,30/11/2019,2 462,"336,86",323 days,7.622291021671827,35
198,0002KO,01/12/2019,31/12/2019,2 520,"344,61",353 days,7.138810198300283,35
199,0002KO,01/01/2020,31/01/2020,2 524,"343,21",30 days,84.13333333333334,35
200,0002KO,01/02/2020,29/02/2020,2 437,"331,69",58 days,42.01724137931034,35
201,0002KO,01/03/2020,31/03/2020,2 623,"356,33",88 days,29.806818181818183,35
202,0002KO,01/04/2020,30/04/2020,2 632,"357,52",117 days,22.495726495726494,35
203,0002KO,01/05/2020,31/05/2020,2 715,"368,52",147 days,18.46938775510204,35
204,0002KO,01/06/2020,30/06/2020,2 655,"360,57",176 days,15.085227272727273,35
205,0002KO,01/07/2020,31/07/2020,2 794,"378,98",206 days,13.563106796116505,35
206,0002KO,01/08/2020,31/08/2020,2 845,"385,74",236 days,12.055084745762711,35
207,0002KO,01/09/2020,30/09/2020,2 726,"369,97",265 days,10.28679245283019,35
208,0002KO,01/10/2020,31/10/2020,2 797,"379,38",295 days,9.48135593220339,35
209,0002KO,01/11/2020,30/11/2020,2 678,"363,62",324 days,8.265432098765432,35
210,0003BB,01/01/2018,31/01/2018,2 100,"271,90",30 days,70.0,35
211,0003BB,01/02/2018,28/02/2018,1 897,"246,46",57 days,33.280701754385966,35
212,0003BB,01/03/2018,31/03/2018,2 103,"272,70",87 days,24.17241379310345,35
213,0003BB,01/04/2018,30/04/2018,2 062,"267,67",116 days,17.775862068965516,35
214,0003BB,01/05/2018,31/05/2018,2 144,"278,24",146 days,14.684931506849315,35
215,0003BB,01/06/2018,30/06/2018,2 409,"311,78",175 days,13.765714285714285,35
216,0003BB,01/07/2018,31/07/2018,2 675,"345,06",205 days,13.048780487804878,35
217,0003BB,01/08/2018,31/08/2018,2 701,"348,81",235 days,11.493617021276595,35
218,0003BB,01/09/2018,30/09/2018,2 147,"280,38",264 days,8.132575757575758,35
219,0003BB,01/10/2018,31/10/2018,3 052,"394,40",294 days,10.380952380952381,35
220,0003BB,01/11/2018,30/11/2018,2 527,"327,92",323 days,7.823529411764706,35
221,0003BB,01/12/2018,31/12/2018,2 742,"354,90",353 days,7.767705382436261,35
222,0003BB,01/01/2019,31/01/2019,2 729,"337,04",30 days,90.96666666666667,35
223,0003BB,01/02/2019,28/02/2019,2 353,"291,99",57 days,41.280701754385966,35
224,0003BB,01/03/2019,31/03/2019,2 587,"319,91",87 days,29.735632183908045,35
225,0003BB,01/04/2019,30/04/2019,2 392,"296,52",116 days,20.620689655172413,35
226,0003BB,01/05/2019,31/05/2019,2 476,"306,30",146 days,16.958904109589042,35
227,0003BB,01/06/2019,30/06/2019,2 673,"331,24",175 days,15.274285714285714,35
228,0003BB,01/07/2019,31/07/2019,2 849,"352,67",205 days,13.897560975609757,35
229,0003BB,01/08/2019,31/08/2019,2 868,"354,63",235 days,12.204255319148936,35
230,0003BB,01/09/2019,30/09/2019,2 739,"338,53",264 days,10.375,35
231,0003BB,01/10/2019,31/10/2019,2 832,"349,45",294 days,9.63265306122449,35
232,0003BB,01/11/2019,30/11/2019,2 700,"333,53",323 days,8.359133126934985,35
233,0003BB,01/12/2019,31/12/2019,2 764,"341,07",353 days,7.830028328611898,35
234,0003BB,01/01/2020,31/01/2020,2 765,"392,85",30 days,92.16666666666667,35
235,0003BB,01/02/2020,29/02/2020,2 544,"364,42",58 days,43.86206896551724,35
236,0003BB,01/03/2020,31/03/2020,2 671,"383,97",88 days,30.352272727272727,35
237,0003BB,01/04/2020,30/04/2020,2 608,"373,97",117 days,22.29059829059829,35
238,0003BB,01/05/2020,31/05/2020,2 691,"385,30",147 days,18.306122448979593,35
239,0003BB,01/06/2020,30/06/2020,2 663,"381,63",176 days,15.130681818181818,35
240,0003BB,01/07/2020,31/07/2020,2 789,"398,15",206 days,13.53883495145631,35
241,0003BB,01/08/2020,31/08/2020,2 839,"404,26",236 days,12.029661016949152,35
242,0003BB,01/09/2020,30/09/2020,2 709,"386,06",265 days,10.222641509433963,35
243,0003BB,01/10/2020,31/10/2020,2 765,"393,20",295 days,9.372881355932204,35
244,0003BB,01/11/2020,30/11/2020,2 642,"366,39",324 days,8.154320987654321,35
245,0003BR,01/01/2018,31/01/2018,2 437,"266,44",30 days,81.23333333333333,35
246,0003BR,01/02/2018,28/02/2018,2 206,"241,91",57 days,38.70175438596491,35
247,0003BR,01/03/2018,31/03/2018,2 446,"267,32",87 days,28.114942528735632,35
248,0003BR,01/04/2018,30/04/2018,2 423,"264,79",116 days,20.887931034482758,35
249,0003BR,01/05/2018,31/05/2018,2 532,"276,25",146 days,17.34246575342466,35
250,0003BR,01/06/2018,30/06/2018,2 478,"270,43",175 days,14.16,35
251,0003BR,01/07/2018,31/07/2018,2 556,"278,84",205 days,12.46829268292683,35
252,0003BR,01/08/2018,31/08/2018,2 598,"283,15",235 days,11.05531914893617,35
253,0003BR,01/09/2018,30/09/2018,2 453,"269,79",264 days,9.291666666666666,35
254,0003BR,01/10/2018,31/10/2018,2 506,"275,51",294 days,8.523809523809524,35
255,0003BR,01/11/2018,30/11/2018,2 409,"265,07",323 days,7.458204334365325,35
256,0003BR,01/12/2018,31/12/2018,2 455,"270,01",353 days,6.954674220963173,35
257,0003BR,01/01/2019,31/01/2019,2 467,"264,75",30 days,82.23333333333333,35
258,0003BR,01/02/2019,28/02/2019,2 237,"240,77",57 days,39.24561403508772,35
259,0003BR,01/03/2019,31/03/2019,2 494,"267,47",87 days,28.666666666666668,35
260,0003BR,01/04/2019,30/04/2019,2 426,"260,39",116 days,20.913793103448278,35
261,0003BR,01/05/2019,31/05/2019,2 526,"270,73",146 days,17.301369863013697,35
262,0003BR,01/06/2019,30/06/2019,2 566,"274,67",175 days,14.662857142857144,35
263,0003BR,01/07/2019,31/07/2019,2 618,"280,06",205 days,12.770731707317074,35
264,0003BR,01/08/2019,31/08/2019,2 615,"279,72",235 days,11.127659574468085,35
265,0003BR,01/09/2019,30/09/2019,2 484,"266,17",264 days,9.409090909090908,35
266,0003BR,01/10/2019,31/10/2019,2 736,"291,59",294 days,9.306122448979592,35
267,0003BR,01/11/2019,30/11/2019,2 617,"279,31",323 days,8.102167182662539,35
268,0003BR,01/12/2019,31/12/2019,2 660,"283,77",353 days,7.5354107648725215,35
269,0003BR,01/01/2020,31/01/2020,2 662,"338,47",30 days,88.73333333333333,35
270,0003BR,01/02/2020,29/02/2020,2 524,"321,27",58 days,43.51724137931034,35
271,0003BR,01/03/2020,31/03/2020,2 694,"340,71",88 days,30.613636363636363,35
272,0003BR,01/04/2020,30/04/2020,2 704,"341,86",117 days,23.11111111111111,35
273,0003BR,01/05/2020,31/05/2020,2 801,"353,83",147 days,19.05442176870748,35
274,0003BR,01/06/2020,30/06/2020,2 743,"346,60",176 days,15.585227272727273,35
275,0003BR,01/07/2020,31/07/2020,2 920,"368,35",206 days,14.174757281553399,35
276,0003BR,01/08/2020,31/08/2020,2 872,"362,49",236 days,12.169491525423728,35
277,0003BR,01/09/2020,30/09/2020,2 818,"355,93",265 days,10.633962264150943,35
278,0003BR,01/10/2020,31/10/2020,2 862,"361,39",295 days,9.701694915254237,35
279,0003BR,01/11/2020,30/11/2020,2 739,"346,21",324 days,8.453703703703704,35
280,0003KO,01/01/2018,31/03/2018,6 293,"985,04",89 days,70.70786516853933,11
281,0003KO,01/04/2018,30/06/2018,7 082,"1 118,25",177 days,40.01129943502825,11
282,0003KO,01/07/2018,30/09/2018,6 740,"1 066,96",266 days,25.338345864661655,11
283,0003KO,01/10/2018,31/12/2018,8 423,"1 331,26",355 days,23.72676056338028,11
284,0003KO,01/01/2019,31/03/2019,7 883,"1 373,30",89 days,88.57303370786516,11
285,0003KO,01/04/2019,30/06/2019,7 024,"1 229,28",177 days,39.68361581920904,11
286,0003KO,01/07/2019,30/09/2019,7 143,"1 251,45",266 days,26.853383458646615,11
287,0003KO,01/10/2019,31/12/2019,7 707,"1 345,33",355 days,21.70985915492958,11
288,0003KO,01/01/2020,31/03/2020,6 561,"1 058,29",90 days,72.9,11
289,0003KO,01/04/2020,30/06/2020,7 511,"1 220,24",178 days,42.19662921348315,11
290,0003KO,01/07/2020,30/09/2020,7 823,"1 270,14",267 days,29.299625468164795,11
291,0004BB,01/01/2018,31/01/2018,14 414,"1 369,33",30 days,480.46666666666664,36
292,0004BB,01/02/2018,28/02/2018,12 328,"1 171,16",57 days,216.28070175438597,36
293,0004BB,01/03/2018,31/03/2018,12 849,"1 220,66",87 days,147.68965517241378,36
294,0004BB,01/04/2018,30/04/2018,14 535,"1 380,83",116 days,125.30172413793103,36
295,0004BB,01/05/2018,31/05/2018,14 547,"1 381,97",146 days,99.63698630136986,36
296,0004BB,01/06/2018,30/06/2018,14 379,"1 366,01",175 days,82.16571428571429,36
297,0004BB,01/07/2018,31/07/2018,15 907,"1 511,17",205 days,77.59512195121951,36
298,0004BB,01/08/2018,31/08/2018,15 701,"1 491,60",235 days,66.81276595744681,36
299,0004BB,01/09/2018,30/09/2018,15 544,"1 476,68",264 days,58.878787878787875,36
300,0004BB,01/10/2018,31/10/2018,14 691,"1 395,65",294 days,49.96938775510204,36
301,0004BB,01/11/2018,30/11/2018,14 728,"1 399,16",323 days,45.59752321981424,36
302,0004BB,01/12/2018,31/12/2018,15 174,"1 441,53",353 days,42.98583569405099,36
303,0004BB,01/01/2019,31/01/2019,9 410,"1 246,83",30 days,313.6666666666667,36
304,0004BB,01/01/2019,31/01/2019,15 297,"2 026,85",30 days,509.9,36
305,0004BB,01/02/2019,28/02/2019,13 756,"1 822,67",57 days,241.33333333333334,36
306,0004BB,01/03/2019,31/03/2019,15 810,"2 094,83",87 days,181.72413793103448,36
307,0004BB,01/04/2019,30/04/2019,14 090,"1 866,93",116 days,121.46551724137932,36
308,0004BB,01/05/2019,31/05/2019,14 081,"1 865,73",146 days,96.44520547945206,36
309,0004BB,01/06/2019,30/06/2019,17 034,"2 257,01",175 days,97.33714285714285,36
310,0004BB,01/07/2019,31/07/2019,14 906,"1 975,05",205 days,72.71219512195123,36
311,0004BB,01/08/2019,31/08/2019,14 638,"1 939,54",235 days,62.28936170212766,36
312,0004BB,01/09/2019,30/09/2019,11 200,"1 484,00",264 days,42.42424242424242,36
313,0004BB,01/10/2019,31/10/2019,12 068,"1 599,01",294 days,41.04761904761905,36
314,0004BB,01/11/2019,30/11/2019,11 184,"1 481,88",323 days,34.62538699690403,36
315,0004BB,01/12/2019,31/12/2019,9 904,"1 312,28",353 days,28.056657223796034,36
